promise_id,promise_text,topic,keywords,status,progress_score,evidence_summary,last_checked,has_parliamentary_bill,has_enacted_legislation,parliamentary_evidence_count,parliamentary_status,title,url,source_type,date_published,evidence_text,suggested_status,collected_at,evidence_id,relevance_score,checked_by_human,search_query,is_relevant,review_note,manual_description,normalized_url,global_source_key,is_duplicate_global_source
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,Social and affordable housing investment,https://www.gov.uk/government/publications/delivering-a-decade-of-renewal-for-social-and-affordable-housing/delivering-a-decade-of-renewal-for-social-and-affordable-housing,Government funding,2026,"Government document setting out long-term investment in social and affordable housing, including a 10-year programme.",in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.gov.uk/government/publications/delivering-a-decade-of-renewal-for-social-and-affordable-housing/delivering-a-decade-of-renewal-for-social-and-affordable-housing,https://www.gov.uk/government/publications/delivering-a-decade-of-renewal-for-social-and-affordable-housing/delivering-a-decade-of-renewal-for-social-and-affordable-housing,False
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,House building starts and completions,https://www.gov.uk/government/statistical-data-sets/live-tables-on-house-building,Statistics,Quarterly and annual tables,"Government live tables on house building, including permanent dwellings started and completed.",in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.gov.uk/government/statistical-data-sets/live-tables-on-house-building,https://www.gov.uk/government/statistical-data-sets/live-tables-on-house-building,True
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,Housing Benefit and Universal Credit in the Social Housing Sector (Regular Payments) Bill,https://bills.parliament.uk/bills/1347,UK Parliament Bills API,2014-05-15,Parliament bill search result. Current house: Commons. This may indicate legislative activity related to the promise.,needs review,2026-06-10,E0095,85,no,social housing affordable housing Affordable Homes Programme,yes,Relevant bill: housing-related terms and promise keywords found.,,https://bills.parliament.uk/bills/1347,https://bills.parliament.uk/bills/1347,False
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,Social Housing Bill [HL],https://bills.parliament.uk/bills/4126,UK Parliament Bills API,2026-06-09,Parliament bill search result. Current house: Lords. This may indicate legislative activity related to the promise.,needs review,2026-06-10,E0097,85,no,social housing affordable housing Affordable Homes Programme,yes,Relevant bill: housing-related terms and promise keywords found.,,https://bills.parliament.uk/bills/4126,https://bills.parliament.uk/bills/4126,False
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,Social Housing (Emergency Protection of Tenancy Rights) Bill,https://bills.parliament.uk/bills/3104,UK Parliament Bills API,2022-05-04,Parliament bill search result. Current house: Commons. This may indicate legislative activity related to the promise.,needs review,2026-06-10,E0098,85,no,social housing affordable housing Affordable Homes Programme,yes,Relevant bill: housing-related terms and promise keywords found.,,https://bills.parliament.uk/bills/3104,https://bills.parliament.uk/bills/3104,False
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,ONS search results for: social housing affordable housing Affordable Homes Programme,https://www.ons.gov.uk/search?q=social+housing+affordable+housing+Affordable+Homes+Programme,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0099,50,no,social housing affordable housing Affordable Homes Programme,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H07,Deliver the largest increase in social and affordable housing in a generation by strengthening planning obligations and reforming the Affordable Homes Programme.,Social and affordable housing,social housing; affordable housing; Affordable Homes Programme; planning obligations; housing associations,not started,0,"No parliamentary evidence has been found yet. This promise needs to be tracked through budget documents, housing programme reforms, and official housing statistics.",2026-06-10,False,False,0,No Evidence,Legislation.gov.uk search results for: social housing affordable housing Affordable Homes Programme,https://www.legislation.gov.uk/all?title=social+housing+affordable+housing+Affordable+Homes+Programme,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0100,50,no,social housing affordable housing Affordable Homes Programme,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,Council Housing (Direct Investment) Bill,https://bills.parliament.uk/bills/135,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/135,https://bills.parliament.uk/bills/135,False
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,Council Housing (Local Financing Pathfinders) Bill,https://bills.parliament.uk/bills/804,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/804,https://bills.parliament.uk/bills/804,False
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,Affordable housing supply,https://www.gov.uk/government/statistics/affordable-housing-supply-in-england-2024-to-2025/affordable-housing-supply-in-england-2024-to-2025,Statistics,2024-2025,"Official statistics on new affordable homes, including affordable homes for rent.",in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.gov.uk/government/statistics/affordable-housing-supply-in-england-2024-to-2025/affordable-housing-supply-in-england-2024-to-2025,https://www.gov.uk/government/statistics/affordable-housing-supply-in-england-2024-to-2025/affordable-housing-supply-in-england-2024-to-2025,True
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,Affordable homes funding and delivery,https://www.gov.uk/government/publications/the-affordable-homes-programme-annual-report-2024-to-2025/the-affordable-homes-programme-annual-report-2024-to-2025,Government funding,2024-2025,"Annual report on the Affordable Homes Programme, including additional funding and delivery targets.",in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.gov.uk/government/publications/the-affordable-homes-programme-annual-report-2024-to-2025/the-affordable-homes-programme-annual-report-2024-to-2025,https://www.gov.uk/government/publications/the-affordable-homes-programme-annual-report-2024-to-2025/the-affordable-homes-programme-annual-report-2024-to-2025,True
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,Social and affordable housing investment,https://www.gov.uk/government/publications/delivering-a-decade-of-renewal-for-social-and-affordable-housing/delivering-a-decade-of-renewal-for-social-and-affordable-housing,Government funding,2026,"Government document setting out long-term investment in social and affordable housing, including a 10-year programme.",in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://www.gov.uk/government/publications/delivering-a-decade-of-renewal-for-social-and-affordable-housing/delivering-a-decade-of-renewal-for-social-and-affordable-housing,https://www.gov.uk/government/publications/delivering-a-decade-of-renewal-for-social-and-affordable-housing/delivering-a-decade-of-renewal-for-social-and-affordable-housing,True
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,ONS search results for: social rented homes Right to Buy social housing stock,https://www.ons.gov.uk/search?q=social+rented+homes+Right+to+Buy+social+housing+stock,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0101,50,no,social rented homes Right to Buy social housing stock,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H08,Prioritise new social rented homes and review Right to Buy discounts to protect social housing stock.,Social rented housing,social rented homes; Right to Buy; social housing stock; council housing; housing discounts,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing policy announcements and legislation on Right to Buy.,2026-06-10,False,False,0,No Evidence,Legislation.gov.uk search results for: social rented homes Right to Buy social housing stock,https://www.legislation.gov.uk/all?title=social+rented+homes+Right+to+Buy+social+housing+stock,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0102,50,no,social rented homes Right to Buy social housing stock,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H09,Give first-time buyers priority access to new housing developments and restrict bulk sales of new homes to international investors.,First-time buyers,first-time buyers; priority access; new housing developments; bulk sales; international investors,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing market policy and government announcements.,2026-06-10,False,False,0,No Evidence,First-time buyers and mortgage guarantee,https://www.gov.uk/government/publications/mortgage-guarantee-scheme/mortgage-guarantee-scheme,Government policy,2024-2025,Government information related to first-time buyers and the mortgage guarantee scheme.,in progress,2026-06-10,,40,,,yes,Relevant to first-time buyers and mortgage access.,Government information related to first-time buyers and the mortgage guarantee scheme.,https://www.gov.uk/government/publications/mortgage-guarantee-scheme/mortgage-guarantee-scheme,https://www.gov.uk/government/publications/mortgage-guarantee-scheme/mortgage-guarantee-scheme,False
H09,Give first-time buyers priority access to new housing developments and restrict bulk sales of new homes to international investors.,First-time buyers,first-time buyers; priority access; new housing developments; bulk sales; international investors,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing market policy and government announcements.,2026-06-10,False,False,0,No Evidence,ONS search results for: first-time buyers priority access new housing developments,https://www.ons.gov.uk/search?q=first-time+buyers+priority+access+new+housing+developments,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0103,50,no,first-time buyers priority access new housing developments,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H09,Give first-time buyers priority access to new housing developments and restrict bulk sales of new homes to international investors.,First-time buyers,first-time buyers; priority access; new housing developments; bulk sales; international investors,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through housing market policy and government announcements.,2026-06-10,False,False,0,No Evidence,Legislation.gov.uk search results for: first-time buyers priority access new housing developments,https://www.legislation.gov.uk/all?title=first-time+buyers+priority+access+new+housing+developments,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0104,50,no,first-time buyers priority access new housing developments,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H10,Launch a permanent mortgage guarantee scheme for first-time buyers with small deposits.,Mortgage support,mortgage guarantee scheme; first-time buyers; small deposits; housing finance; home ownership,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through Treasury documents and mortgage policy announcements.,2026-06-10,False,False,0,No Evidence,First-time buyers and mortgage guarantee,https://www.gov.uk/government/publications/mortgage-guarantee-scheme/mortgage-guarantee-scheme,Government policy,2024-2025,Government information on the mortgage guarantee scheme for buyers with small deposits.,in progress,2026-06-10,,40,,,yes,Directly relevant to the permanent mortgage guarantee scheme promise.,Government information on the mortgage guarantee scheme for buyers with small deposits.,https://www.gov.uk/government/publications/mortgage-guarantee-scheme/mortgage-guarantee-scheme,https://www.gov.uk/government/publications/mortgage-guarantee-scheme/mortgage-guarantee-scheme,True
H10,Launch a permanent mortgage guarantee scheme for first-time buyers with small deposits.,Mortgage support,mortgage guarantee scheme; first-time buyers; small deposits; housing finance; home ownership,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through Treasury documents and mortgage policy announcements.,2026-06-10,False,False,0,No Evidence,ONS search results for: mortgage guarantee scheme first-time buyers small deposits,https://www.ons.gov.uk/search?q=mortgage+guarantee+scheme+first-time+buyers+small+deposits,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0105,50,no,mortgage guarantee scheme first-time buyers small deposits,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H10,Launch a permanent mortgage guarantee scheme for first-time buyers with small deposits.,Mortgage support,mortgage guarantee scheme; first-time buyers; small deposits; housing finance; home ownership,not started,0,No parliamentary evidence has been found yet. This promise needs to be tracked through Treasury documents and mortgage policy announcements.,2026-06-10,False,False,0,No Evidence,Legislation.gov.uk search results for: mortgage guarantee scheme first-time buyers small deposits,https://www.legislation.gov.uk/all?title=mortgage+guarantee+scheme+first-time+buyers+small+deposits,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0106,50,no,mortgage guarantee scheme first-time buyers small deposits,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H11,Abolish Section 21 no-fault evictions and extend Awaab's Law to the private rented sector.,Renters' rights,Section 21; no-fault evictions; Awaab's Law; private rented sector; renters rights,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Renters' Rights Act 2025,https://bills.parliament.uk/bills/3764,Act of Parliament,2025-10-27,Official legislation that abolishes Section 21 no-fault evictions and introduces stronger rights for renters.,implemented,2026-06-10,,40,,,yes,Directly relevant to abolishing Section 21 and strengthening renters' rights.,Official legislation that abolishes Section 21 no-fault evictions and introduces stronger rights for renters.,https://bills.parliament.uk/bills/3764,https://bills.parliament.uk/bills/3764,False
H11,Abolish Section 21 no-fault evictions and extend Awaab's Law to the private rented sector.,Renters' rights,Section 21; no-fault evictions; Awaab's Law; private rented sector; renters rights,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Private rented sector reform,https://www.gov.uk/government/publications/guide-to-the-renters-rights-bill,Government policy,2024-2025,Government guide explaining the Renters' Rights Bill and proposed reforms for private renters.,in progress,2026-06-10,,40,,,yes,Relevant government policy evidence for private rented sector reform.,Government guide explaining the Renters' Rights Bill and proposed reforms for private renters.,https://www.gov.uk/government/publications/guide-to-the-renters-rights-bill,https://www.gov.uk/government/publications/guide-to-the-renters-rights-bill,False
H11,Abolish Section 21 no-fault evictions and extend Awaab's Law to the private rented sector.,Renters' rights,Section 21; no-fault evictions; Awaab's Law; private rented sector; renters rights,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,ONS search results for: Section 21 no-fault evictions Awaab's Law,https://www.ons.gov.uk/search?q=Section+21+no-fault+evictions+Awaab%27s+Law,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0107,50,no,Section 21 no-fault evictions Awaab's Law,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H11,Abolish Section 21 no-fault evictions and extend Awaab's Law to the private rented sector.,Renters' rights,Section 21; no-fault evictions; Awaab's Law; private rented sector; renters rights,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Legislation.gov.uk search results for: Section 21 no-fault evictions Awaab's Law,https://www.legislation.gov.uk/all?title=Section+21+no-fault+evictions+Awaab%27s+Law,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0108,50,no,Section 21 no-fault evictions Awaab's Law,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H12,Give renters a legal right to challenge unreasonable rent increases.,Renters' rights,rent increases; unreasonable rent; legal right to challenge; renters rights; private rented sector,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Renters' Rights Act 2025,https://bills.parliament.uk/bills/3764,Act of Parliament,2025-10-27,"Official legislation introducing stronger legal rights for renters, including protections related to rent increases.",implemented,2026-06-10,,40,,,yes,"Relevant to renters' legal rights, including rent increase challenges.","Official legislation introducing stronger legal rights for renters, including protections related to rent increases.",https://bills.parliament.uk/bills/3764,https://bills.parliament.uk/bills/3764,True
H12,Give renters a legal right to challenge unreasonable rent increases.,Renters' rights,rent increases; unreasonable rent; legal right to challenge; renters rights; private rented sector,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Private rented sector reform,https://www.gov.uk/government/publications/guide-to-the-renters-rights-bill,Government policy,2024-2025,"Government guide explaining reforms in the private rented sector, including stronger rights for renters.",in progress,2026-06-10,,40,,,yes,Relevant to renters' rights and rent increase protections.,"Government guide explaining reforms in the private rented sector, including stronger rights for renters.",https://www.gov.uk/government/publications/guide-to-the-renters-rights-bill,https://www.gov.uk/government/publications/guide-to-the-renters-rights-bill,True
H12,Give renters a legal right to challenge unreasonable rent increases.,Renters' rights,rent increases; unreasonable rent; legal right to challenge; renters rights; private rented sector,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,ONS search results for: rent increases unreasonable rent legal right to challenge,https://www.ons.gov.uk/search?q=rent+increases+unreasonable+rent+legal+right+to+challenge,ONS Search,Not available,"Search link for related ONS housing statistics and datasets. This source is useful for tracking measurable outcomes such as housing supply, rents, prices, and homelessness indicators.",needs review,2026-06-10,E0109,50,no,rent increases unreasonable rent legal right to challenge,maybe,Official search link retained for manual checking.,,https://www.ons.gov.uk/search,https://www.ons.gov.uk/search,True
H12,Give renters a legal right to challenge unreasonable rent increases.,Renters' rights,rent increases; unreasonable rent; legal right to challenge; renters rights; private rented sector,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Legislation.gov.uk search results for: rent increases unreasonable rent legal right to challenge,https://www.legislation.gov.uk/all?title=rent+increases+unreasonable+rent+legal+right+to+challenge,Legislation.gov.uk Search,Not available,Search link for enacted UK legislation related to this promise. This source helps check whether a policy promise has moved from proposal or bill stage into formal law.,needs review,2026-06-10,E0110,50,no,rent increases unreasonable rent legal right to challenge,maybe,Official search link retained for manual checking.,,https://www.legislation.gov.uk/all,https://www.legislation.gov.uk/all,True
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Fire Safety (Leasehold Properties) Bill,https://bills.parliament.uk/bills/2320,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2320,https://bills.parliament.uk/bills/2320,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Ground Rents (Leasehold Properties) Bill,https://bills.parliament.uk/bills/2431,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2431,https://bills.parliament.uk/bills/2431,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold and Freehold Reform Act 2024,https://bills.parliament.uk/bills/3523,Parliamentary Bill,Not available,"The Leasehold and Freehold Reform Act 2024 is relevant background for leasehold reform, but it should not be treated as full evidence of Labour's later promise implementation.",implemented,2026-06-10,,40,,,maybe,"Relevant background legislation, but it predates the Labour 2024 government and does not prove full implementation of the promise.","The Leasehold and Freehold Reform Act 2024 is relevant background for leasehold reform, but it should not be treated as full evidence of Labour's later promise implementation.",https://bills.parliament.uk/bills/3523,https://bills.parliament.uk/bills/3523,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Information Bill [HL],https://bills.parliament.uk/bills/46,Parliamentary Bill,Not available,Parliamentary Bill item related to this promise. Human review is needed to confirm its relevance.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/46,https://bills.parliament.uk/bills/46,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform Bill,https://bills.parliament.uk/bills/236,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/236,https://bills.parliament.uk/bills/236,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform Bill,https://bills.parliament.uk/bills/2173,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2173,https://bills.parliament.uk/bills/2173,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform (Amendment) Act,https://bills.parliament.uk/bills/1235,Parliamentary Bill,Not available,Legislation related to leasehold reform. It is useful background evidence but does not fully prove the core promise has been implemented.,implemented,2026-06-10,,40,,,maybe,"Relevant to leasehold reform, but not direct evidence for banning new leasehold flats or making commonhold default.",Legislation related to leasehold reform. It is useful background evidence but does not fully prove the core promise has been implemented.,https://bills.parliament.uk/bills/1235,https://bills.parliament.uk/bills/1235,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform (Disclosure and Insurance Commissions) Bill [HL],https://bills.parliament.uk/bills/3321,Parliamentary Bill,Not available,Parliamentary bill related to leasehold disclosure and insurance commissions. This is relevant to leasehold reform but needs human review.,in progress,2026-06-10,,40,,,maybe,Weakly relevant to leasehold reform; stronger relevance for H14 charges and commissions.,Parliamentary bill related to leasehold disclosure and insurance commissions. This is relevant to leasehold reform but needs human review.,https://bills.parliament.uk/bills/3321,https://bills.parliament.uk/bills/3321,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform (Forfeiture) Bill [HL],https://bills.parliament.uk/bills/3387,Parliamentary Bill,Not available,Parliamentary bill related to leasehold forfeiture. It is connected to leasehold reform but is not direct evidence for the whole H13 promise.,in progress,2026-06-10,,40,,,maybe,"Related to leasehold reform, but not the central promise on commonhold/default tenure.",Parliamentary bill related to leasehold forfeiture. It is connected to leasehold reform but is not direct evidence for the whole H13 promise.,https://bills.parliament.uk/bills/3387,https://bills.parliament.uk/bills/3387,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform (Ground Rent) Act 2022,https://bills.parliament.uk/bills/2864,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,implemented,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/2864,https://bills.parliament.uk/bills/2864,False
H13,Enact Law Commission leasehold reforms; ban new leasehold flats and make commonhold the default tenure.,Leasehold reform,Law Commission leasehold reforms; leasehold flats; commonhold; default tenure; leasehold reform,implemented,100,Parliamentary evidence indicates that this promise has been enacted.,2026-06-10,False,True,1,Enacted,Leasehold Reform (Reasonableness of Service Charges) Bill [HL],https://bills.parliament.uk/bills/3319,Parliamentary Bill,Not available,Parliamentary evidence related to leasehold reform. This source may require human review to confirm its relevance to the specific promise.,in progress,2026-06-10,,40,,,maybe,"Unknown source type, needs human review.",,https://bills.parliament.uk/bills/3319,https://bills.parliament.uk/bills/3319,False
